pupilId,nr_tasks_per_pupil,total_duration in minutes,average duration per task in minutes,AI-1-v2-1-1,AI-4-v2-1-4,EvalML-1-1,ML-2-1-1,EvalML-1-5,AI-4-v2-1-5,EvalML-1-2,EvalML-1-6,AIClosing-1-1,AIClosing-1-3,AIClosing-1-4,AI-1-v2-1-2,AI-1-v2-1-2_eval,AI-1-v2-1-2_null_answer,AI-1-v2-1-2_unknown,AI-1-v2-1-2_correct_points,AI-1-v2-1-2_incorrect_points,AI-1-v2-1-2_irrelevant_points,AI-1-v2-1-2_rating_content,AI-1-v2-1-2_rating_format,AI-1-v2-1-2_rating_creativity,AI-4-v2-1-3,AI-4-v2-1-3_eval,AI-4-v2-1-3_null_answer,AI-4-v2-1-3_unknown,AI-4-v2-1-3_correct_points,AI-4-v2-1-3_incorrect_points,AI-4-v2-1-3_irrelevant_points,AI-4-v2-1-3_rating_content,AI-4-v2-1-3_rating_format,AI-4-v2-1-3_rating_creativity,ML-2-1-2,ML-2-1-2_eval,ML-2-1-2_null_answer,ML-2-1-2_unknown,ML-2-1-2_correct_points,ML-2-1-2_incorrect_points,ML-2-1-2_irrelevant_points,ML-2-1-2_rating_content,ML-2-1-2_rating_format,ML-2-1-2_rating_creativity,EvalML-1-7,EvalML-1-7_eval,EvalML-1-7_null_answer,EvalML-1-7_unknown,EvalML-1-7_correct_points,EvalML-1-7_incorrect_points,EvalML-1-7_irrelevant_points,EvalML-1-7_rating_content,EvalML-1-7_rating_format,EvalML-1-7_rating_creativity,AIClosing-1-2,AIClosing-1-5,AIClosing-1-5_eval,AIClosing-1-5_null_answer,AIClosing-1-5_unknown,AIClosing-1-5_correct_points,AIClosing-1-5_incorrect_points,AIClosing-1-5_irrelevant_points,AIClosing-1-5_rating_content,AIClosing-1-5_rating_format,AIClosing-1-5_rating_creativity,LimitsML-1-2,LimitsML-1-2_eval,LimitsML-1-2_null_answer,LimitsML-1-2_unknown,LimitsML-1-2_correct_points,LimitsML-1-2_incorrect_points,LimitsML-1-2_irrelevant_points,LimitsML-1-2_rating_content,LimitsML-1-2_rating_format,LimitsML-1-2_rating_creativity,AI-2-v2-1-1,EvalML-1-4,AI-4-v2-1-1,AI-4-v2-1-2,AI-3-v2-1-2,EvalML-1-3,Classification-1-1-1,Clustering-1-1-1,ML-3-1-2,ML-3-1-3,ML-3-1-4,EvalML-1-9,Classification-2-1-8,Impact-1-1-1,EvalML-1-8,LimitsML-1-1,AIClosing-1-6,AIClosing-1-7,AIClosing-1-8,AIClosing-1-8_eval,AIClosing-1-8_null_answer,AIClosing-1-8_unknown,AIClosing-1-8_correct_points,AIClosing-1-8_incorrect_points,AIClosing-1-8_irrelevant_points,AIClosing-1-8_rating_content,AIClosing-1-8_rating_format,AIClosing-1-8_rating_creativity,classId
TWes7DiBwCuCzS2px,24,39.53333333333333,1.6472222222222221,64.0,,,,,,,,38.0,49.0,33.0,Kpnstliche Intelligenz ist wenn man ihn viele Kompizierte fragen stellen kann und eine gute und konrete antwort bekomme. Es werden mehr Jobs von ihnen Übernommen ( halbwegs) und das sie die Krankheiten schneller und besser herausfinden und auch wissen was sie tuen müssen damit die Person schnell wieder Gesund wird.  ,correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,ich würde sagen das ich es verstehen kann aber es auch viele Vorteile hat und man gucken kann was passiert. man kann sich natürlich mit den Thema auseinander setzten. ,correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,"[False, True, True, True]",[],[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],[],54.0,59.0,es gibt nichts<br>,correct,,,,,,5.0,5.0,5.0,GkQSJvPTRWsLnpyR9
Fu8mnQdaA2GvmLZnb,23,29.2,1.2695652173913043,73.0,,,,,,,,46.0,60.0,55.0,"Ich denke das es viele vorteile mit sich bringt wie zum beispiel die medizin zu verbesser oder bei operation riskien zu minmieren oder sogar komplett zuverhindern oder im Einzelhandel die Kasse schneller bedien oder die regale schneller und ordentlicher einzuräumen. Jedoch stehe ich etwas skeptisch dem Thema gegenüber, weil es zu vielen Arbeitslosen kommen könnte und ich denke das sie niemals soziale Arbeit übernehmen könnte, weil keine künstliche interlligenz diese werte vermitteln kann wie es menschen tun oder mensch das gefühl geben könnte die wie andere menschen es einem geben oder auch zeigen.",correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,"Ich würde der Person sagen das ich es nachvollziehen kann, das sie sich sorgen macht jedoch würde ich ihr auch die vorteile erklären.",correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],[],64.0,74.0,Es gab nichts wirklich was mir nicht gefallen hat. Aber ich denke das es für jüngere Schüler schnell unverständlich werden könnte.,correct,,,,,,5.0,5.0,5.0,GkQSJvPTRWsLnpyR9
Yss4MmFBusuAqSMaN,66,51.7,0.7833333333333333,62.0,87.0,56.0,50.0,54.0,94.0,52.0,58.0,74.0,43.0,54.0,künstliche intelligenz ist zB.: ein Robotter,correct,,,,,,5.0,5.0,5.0,sie lernen selbsständig ,correct,,,,,,5.0,5.0,5.0,.,false,,,,,,0.0,0.0,0.0,.,false,,,,,,5.0,5.0,5.0,61.0,KI`s können denn Menschen bei gewissen dingen helfen ,correct,,,,,,5.0,5.0,5.0,ist ja richtig,correct,,,,,,5.0,5.0,5.0,"[False, False, False, True]","[False, True, False, False]","[False, False, False, True]","[False, True, False, True, False, False, False]","[False, False, True]","[False, False, False, False, False, False, False, True, False]","[False, True, True]","[False, False, True, False]","[False, True]","[True, False]","[False, True]","[False, True]","[False, True, False]","[False, True]","[False, True, False, True, False, False, False, False]","[True, False, False]",87.0,68.0,alles gut ,correct,,,,,,5.0,5.0,5.0,GkQSJvPTRWsLnpyR9
JTE3T8c3SN6ehbrDQ,42,38.56666666666667,0.9182539682539683,54.0,40.0,,47.0,,75.0,,,83.0,44.0,70.0,Künstliche Intelligenz wird von Computer Systemen gesteuert. Sie merkt sich was sie machen soll und wendet dies dann beliebig oft an.,correct,,,,,,5.0,5.0,5.0,"KI ist ein System welches Aufgaben übernehmen kann. Es gibt zwei Arten von KIs, allgemeine KI, die sich so wie ein Mensch verhält und spezifische KI die sich auf eine bestimmte Aufgabe konzentriert und diese ausführen kann.",correct,,,,,,5.0,5.0,5.0,Weis ich nicht.,correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,55.0,"Ich denke, dass die KI früher oder später sowieso viele Aufgaben übernehmen wird, da es vieles erleichtert. Ich kann verstehen, wenn man Angst davor hat aber ich denke, dass hintereher die Vorteile die Angst weg drücken werden.",correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,"[True, False, False, True]",[],"[False, False, True, False]","[True, True, False, True, False, False, True]","[True, False, True]",[],[],[],"[False, True]","[False, True]","[True, False]",[],[],"[False, True]",[],[],36.0,86.0,"Ich fand das Thema gut, allerdings weis ich nicht so recht wofür wir das machen.",correct,,,,,,5.0,5.0,5.0,GkQSJvPTRWsLnpyR9
Qmv6K9aQsAEKfHsK9,66,38.61666666666667,0.5851010101010101,69.0,100.0,31.0,100.0,74.0,100.0,100.0,69.0,100.0,87.0,97.0,Ich bin der Meinung das die KI eine menge Helfen kann ,correct,,,,,,5.0,5.0,5.0,Die KI ist eine Küstlich intiligentz ,correct,,,,,,5.0,5.0,5.0,Ich weiß es noch nicht ,correct,,,,,,5.0,5.0,5.0,Kein Plan ,correct,,,,,,5.0,5.0,5.0,100.0,Ich würde sagen das die KI eine menge erleichtern kann aber nicht zur Spieonasche genutz werden sollte. ,correct,,,,,,5.0,5.0,5.0,Der Algurütmuss würde es nicht erkennen ,correct,,,,,,5.0,5.0,5.0,"[True, True, False, True]","[True, True, True, False]","[True, False, False, False]","[False, True, False, False, True, False, False]","[True, True, False]","[True, False, True, False, True, True, False, True, True]","[False, True, True]","[True, True, False, True]","[False, True]","[True, False]","[True, False]","[True, False]","[False, False, True]","[True, False]","[False, False, True, True, True, False, True, False]","[False, True, False]",100.0,88.0,Es hat alles funktoniert  ,correct,,,,,,5.0,5.0,5.0,GkQSJvPTRWsLnpyR9
eSpxJKMm99HohczFv,66,42.766666666666666,0.647979797979798,58.0,81.0,38.0,52.0,36.0,85.0,77.0,50.0,78.0,57.0,49.0,Ich finde das KI Eine inteligenz ist die durch handeln und zuschauen dazu lernt wie es menschen machen,correct,,,,,,5.0,5.0,5.0,Eine KI ist eine künstlige inteligent die es in zwei bereichen gibt 1 allgemeine KI die in mehreren dingen gut ist2 spezifische KI die in kleinen beeichen besser ist,correct,,,,,,5.0,5.0,5.0,maschienen lernen duch probieren,correct,,,,,,5.0,5.0,5.0,Maschienen lernen,correct,,,,,,5.0,5.0,5.0,70.0,Die Zukunft mit KI wird warscheinlich einfacher die menschen müssen weniger dinge machen aber es wird auch weniger arbeitzplätze für menschen geben,correct,,,,,,5.0,5.0,5.0,seehunde würden als hunde erkant werden und die richtigen hunde würden nicht erkannt werden,correct,,,,,,5.0,5.0,5.0,"[True, True, False, True]","[True, False, True, False]","[False, True, False, True]","[True, True, False, False, False, True, False]","[True, True, False]","[True, True, False, True, False, True, False, True, False]","[False, True, True]","[False, True, True, True]","[False, True]","[False, True]","[True, False]","[False, True]","[False, True, True]","[False, True]","[False, False, False, False, False, False, False, False]","[True, True, False]",73.0,63.0,Alles gut wie es ist,correct,,,,,,5.0,5.0,5.0,GkQSJvPTRWsLnpyR9
gDspq39jnffCNv8E2,66,26.666666666666668,0.40404040404040403,18.0,100.0,100.0,100.0,24.0,100.0,30.0,37.0,100.0,32.0,86.0,kl ist gut,correct,,,,,,5.0,5.0,5.0,.,correct,,,,,,5.0,5.0,5.0,ich weiß nocht nichts <br>,correct,,,,,,5.0,5.0,5.0,keine arnung,correct,,,,,,5.0,5.0,5.0,100.0,es gibt balt sowieso Kl also soll der sich nicht so anstellen ,correct,,,,,,5.0,5.0,5.0,seehunde würden als hunde erkannt werden und die richtigen hunde würden nicht als hund erkannt werden<br>,correct,,,,,,5.0,5.0,5.0,"[True, False, True, False]","[True, False, True, False]","[False, True, True, False]","[True, False, True, False, False, True, False]","[True, False, True]","[True, False, False, True, False, True, False, False, True]","[False, True, False]","[False, False, True, True]","[True, False]","[False, True]","[True, False]","[True, True]","[False, True, False]","[False, True]","[True, False, True, True, False, True, True, True]","[True, True, False]",85.0,95.0,die funktionen sind alle super,correct,,,,,,5.0,5.0,5.0,GkQSJvPTRWsLnpyR9
N62PxuFACsR6DuvBc,31,44.516666666666666,1.436021505376344,44.0,61.0,,,,45.0,,,57.0,56.0,52.0,"Künstliche Intelligenz bedeutet für mich, dass z.B. ein Computer oder eine Maschine eigenständig bestimmte Dinge tut ohne es ihr aufzutragen. Außerdem verstehe ich auch das eigenständige Lernen der Maschine darunter.",false,,,,,,5.0,5.0,5.0,"<span style=""color: rgb(77, 81, 86);"">Künstliche Intelligenz ist ein Begriff für Anwendungen, bei denen Maschinen menschenähnliche Intelligenzleistungen erbringen. Dazu gehört auch das selbständige lernen, welches die Maschinen durch Erfahrungen generieren. Ich finde, die Unterschiede zwischen spezifischen und der allgemeinen KI sind sehr gut erklärt worden.</span>",correct,,,,,,4.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,59.0,"Ich würde sagen, dass man erst einmal die nahe Zukunft abwarten soll. Klar, es ist gut eine gewisse Skepsis zu besitzen, das ist denke ich normal. Die Zukunft mit KI kann leichter und besser werden, jedoch muss man da mit Bedacht und gewisser Vorsicht vorangehen. ",false,,,,,,5.0,5.0,5.0,,,,,,,,,,,"[False, True, True, True]",[],"[False, True, True, True]","[True, True, True, False, True, False, False]","[False, True, False]",[],[],[],[],[],[],[],[],"[False, True]",[],[],100.0,75.0,Ich fand es gut,false,,,,,,5.0,5.0,5.0,hZ9Hi9DLZSm5JMbNm
Decqz7SuZcHMFsSAn,42,73.71666666666667,1.7551587301587301,52.0,80.0,,58.0,,70.0,,,73.0,32.0,47.0,"Bisher weiß ich, dass künstliche Intelligenzen Algorithmen sind. Sie werden so programmiert, dass sie lernen können und das gelernte auch gespeichert wird, um es später dann wieder abzurufen und das gelernte auch wieder an zuwenden.Es gibt zwei Arten von Künstlichen Intelligenzen, die eine ist die Schwache KI, welche nur auf ein Gebiet spezialisiert ist und auch in diesem gut funktionieren.Die andere Art von KI ist die starke KI, die ,,anscheinend"" über die gleichen Fähigkeiten verfügen soll, wie ein Mensch. Sie könnte auch ihre Schlüsse und Ergebnisse auf andere Aufgabengebiete übertragen.Aber egal welche Art von KI, beide können lernen, ähnlich wie bei einem Menschen.",false,,,,,,5.0,5.0,5.0,"Künstliche Intelligenzen werden so programmiert, dass sie ähnlich wie ein Menschen in bestimmten Aufgabenbereichen eigenständige Entscheidungen treffen können. Sie können ebenfalls lernen, diese geschieht über Erfahrung.Die bisherigen Künstlichen Intelligenzen gehören zu spezifischen KI, da sie bisher ,,nur"" in einem Aufgabenbereich die Intelligenz eines Menschen aufweisen. Eine KI, die der gesamten Intelligenz eines Menschen gleich kommt, also in mehreren Aufgabenbereichen, gibt es noch nicht.",correct,,,,,,5.0,5.0,5.0,"Maschinelles lernen, ist das Gewinnen von Wissen aus Erfahrung. KI bekommen in der Lernphase viele Beispiele, von dem was sie später einmal machen sollen. Sobald sie sich dann im Richtigen Einsatz befinden, können sie auf ihr Wissen welsches sie in der Lernphase durch Erfolge und Fehler gewonnen haben zu greifen. So  ist es möglich KI etwas beizubringen.  ",correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,74.0,"KI bieten sowohl eine Menge Vorteile aber auch Risiken. Ich bin der Meinung, solange man alle KI überwacht und ihnen nicht die Möglichkeit gibt Entscheidungen zu treffen, die verehrend sein könnten, denke ich sie sind ungefährlich. Eine KI, die Gesichter erkennt, wird nicht die Weltherrschaft an sich reißen. weil sie eben nur Gesichter erkennt. KI die nur in Bestimmten Aufgabenbereichen tätig sind, stellen keine Gefahr dar.<br>Auch denke ich, dass solange sie überwacht und kontrolliert werden, auch eine KI in mehreren Aufgabenbereichen nicht gefährlich wird.",false,,,,,,5.0,5.0,5.0,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[True, True, False, True, True, False, True]","[True, True, False]",[],[],[],"[True, False]","[False, True]","[False, True]",[],[],"[False, True]",[],[],79.0,99.0,"Verstanden habe ich alles gut. Mir hat sehr gefallen, dass die Aufgaben nicht nur aus Text bestehen, sondern auch aus Videos und sogar Spielen.<br>Auch hat mir die Vielseitigkeit gefallen, die man hier über KI kennen gelernt hat.",false,,,,,,5.0,5.0,5.0,hZ9Hi9DLZSm5JMbNm
tFtNEGEvAWMPxNKri,3,56.35,18.783333333333335,87.0,,,,,,,,,,,"Künstliche Intilligenz bedeutet, dass Maschinen oder elektronisch betriebene Erschaffungen von Menschen, die Intelligenz von Menschen bzw. Lebewesen erhalten. Oder, dass diese Maschinen so handeln und entscheidungen treffen können, wie wir Menschen. Dies kann dem Menschen helfen, bestimmte Aufgaben erledigen zu lassen und somit die Maschinen für den Menschen arbeiten zu lassen.",false,,,,,,4.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,hZ9Hi9DLZSm5JMbNm
BHDJ6HWSM5MZo6YSJ,42,63.233333333333334,1.5055555555555555,64.0,79.0,,65.0,,77.0,,,68.0,16.0,63.0,"KI ist die Technik der Zukunft. Mit der KI können wir vieles leichter machen, aber wir müssen auch aufpassen. Weil die KI kann auch vielen Menschen den Job kosten. Aber es werden auch wieder neue geschaffen. Also alles im allem finde ich die KI gut. Man kann viele Sachen wesentlich leichter bewältigen mit der KI",correct,,,,,,4.0,4.0,5.0,"Eine KI ist selbst denkend. Es lernt selbst dazu. Zurzeit schaffen wir aber es nur das eine KI im ein Bereich gut ist( das wo sie programmiert wurde) und nicht das sie generell gut ist. Aber in diesen einen Bereich kann die KI sogar besser sein, als Menschen es je sein können.",correct,,,,,,4.0,3.0,4.0,"Viele Maschinen lernen dauerhaft, wie zum Beispiel der Algorithms der Werbung schaltet.",correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,79.0,"Ich würde sagen, das wir trotz Jahrzehnte lange Forschung bisher nur geschafft haben, das die KI im einen bestimmten Bereich besser ist als wir Menschen. Also das das noch lange dauert, wenn es überhaupt technisch möglich ist, das es eine gibt die alles macht. Damit meine ich, das eine KI- Anwedung nur in einen beliebigen Bereich besser ist und nicht in jeden bereich",correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,"[True, True, True, True]",[],"[False, True, True, False]","[False, True, False, True, False, False, True]","[True, False, True]",[],[],[],"[False, True]","[True, False]","[False, True]",[],[],"[False, True]",[],[],75.0,100.0,"Ich fande es gut, das es Videos gab. An manchen Stellen hätte man es kürzer fassen können. Aber im Allgemeinem fande ich es sehr gut.",false,,,,,,5.0,5.0,5.0,hZ9Hi9DLZSm5JMbNm
PWuKnsCopAGh2sBNd,42,51.1,1.2166666666666668,62.0,68.0,,49.0,,57.0,,,58.0,17.0,62.0,"Künstliche Intelligenz ist ein Programm, welches Aufgaben erfühlt. Bei jeder Aufgabe welche die KI löst sollte sie daraus lernen, sodass die KI die Aufgabe beim nächsten mal schneller und besser lösen kann. Das Ziel der KI ist das sie aus vielen Aufgaben lernt und so weiterkommt.",correct,,,,,,4.0,4.0,5.0,"KI sind Programme die aus Aufgaben lernen und so klüger werden. Es gibt 2 Arten von KI, die spezifische KI und die allgemeine KI. Die spezifische KI sind KI die nur für eine Aufgabe genutzt werden können. Allgemeine KI sind bis jetzt nur in Science Fiction Filme und nicht in der Realität zu finden, da sie so weit entwickelt sind und mehrere Sachen gleichzeitig machen können.",correct,,,,,,5.0,4.0,4.0,Maschinelles lernen ist wenn ein Algorithmus aus Beispielen lernt und daraus klüger wird.,correct,,,,,,5.0,5.0,5.0,,,,,,,,,,,33.0,"Wenn eine Person Angst hat vor der Zukunft mit KI, weil er dann sein Job verliert dann ist seine Angst verständlich, aber wenn eine Person Angst hat von der Zukunft mit KI, weil die Person Angst hat das die KI die Welt erobert wie in Filmen ist die Angst nicht so ganz berechtigt da so eine KI sehr unwahrscheinlich ist.",correct,,,,,,5.0,3.0,3.0,,,,,,,,,,,"[True, True, False, True]",[],"[True, True, False, False]","[True, True, True, False, False, False, True]","[True, False, True]",[],[],[],"[True, False]","[True, False]","[False, True]",[],[],"[False, True]",[],[],81.0,84.0,Ich fand es besonders gut das die Information nicht nur aus Texten bestehen sondern auch aus Spielen und Videos.,correct,,,,,,5.0,5.0,5.0,hZ9Hi9DLZSm5JMbNm
uTPg987piPWyy8CPH,66,29.75,0.45075757575757575,48.0,72.0,72.0,86.0,100.0,80.0,73.0,100.0,100.0,28.0,88.0,Eine KI ist ein Computer der wie ein Mensch Lernen kann,correct,,,,,,4.0,4.0,3.0,spezifische KIs können nur einen bestimmten Job machen für den sie programmiert werden.Allgemeine KIs können selber Lernen,correct,,,,,,5.0,4.0,3.0,Maschinen Lernen ob Entscheidungen richtig waren oder ob es Falsch war,correct,,,,,,4.0,4.0,4.0,Maschinen erkennen was sie richtig machen und was Falsch dadurch verbessern sie sich <br>,correct,,,,,,5.0,4.0,3.0,100.0,Die Jobs werden sehr erleichtert und schwierige aufgaben können von KIs übernommen werden,correct,,,,,,5.0,4.0,4.0,Die KI würde die Seehunde als hunde Erkennen,correct,,,,,,5.0,5.0,5.0,"[True, False, True, True]","[True, False, True, False]","[False, True, True, False]","[False, True, False, False, True, False, True]","[True, False, True]","[True, False, False, True, False, True, False, False, True]","[False, True, True]","[False, False, True, True]","[True, False]","[True, False]","[False, True]","[True, True]","[True, False, True]","[False, True]","[True, False, False, True, False, False, False, True]","[True, False, False]",100.0,85.0,Es war sehr interessant und ich habe keine weiteren Vorschläge,correct,,,,,,5.0,1.0,0.0,NCm8NNbAmNsur5S33
fJbmKwDHZbiXR5xL4,11,1.6,0.14545454545454548,13.0,67.0,,,,77.0,,,,,,edrferw,correct,,,,,,1.0,1.0,1.0,wartat  ,correct,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[False, True, False, False]",[],"[True, True, True, False]","[False, True, False, False, False, False, False]","[False, True, False]",[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,NCm8NNbAmNsur5S33
X3JDYSzxpuDpoRjdJ,66,60.71666666666667,0.919949494949495,1.0,39.0,54.0,33.0,52.0,42.0,46.0,52.0,69.0,41.0,47.0,Es kann vieles Erleichtern aber es kann auch Probleme mitsichbringen die man zuvor nicht hatte,correct,,,,,,4.0,3.0,3.0,"als KL bezeichnet man mehr oder weniger den Versuch, bestimmte Entscheidungsstrukturen des Menschen nachzubilden. ",pending,,,,,,,,,ich weiß noch nichts,pending,,,,,,,,,man versucht dabei das Computer aus Daten und Erfahrungen lernen,pending,,,,,,,,,100.0,Natürlich gibt es Risiken auf die geachtet werden müssen allerdings kann KI sehr hilfreich und entlastend sein solange man es nicht übertreibt,pending,,,,,,,,,dann würden immer seehunde angezeigt werden wenn jemand hunde sucht,pending,,,,,,,,,"[False, False, False, True]","[True, True, True, False]","[False, True, True, False]","[False, True, True, True, True, False, False]","[False, True, True]","[True, False, False, False, True, True, False, False, True]","[False, True, True]","[False, False, True, True]","[True, False]","[False, True]","[False, True]","[True, False]","[True, True, False]","[False, True]","[False, False, False, True, False, True, True, False]","[True, True, False]",81.0,98.0,"Nein, es war alles sehr verständlich :)",pending,,,,,,,,,NCm8NNbAmNsur5S33
iFu7aGDqSfNbSFvoL,54,116.91666666666667,2.1651234567901234,20.0,27.0,,74.0,,30.0,,,70.0,33.0,44.0,vielleicht bedeutet Künstliche Intelligenz mit Maschinen zu lernen oder Hilfsmittel bei der Arbeit.<br>,correct,,,,,,4.0,4.0,4.0,KI lernt durch Erfahrung und ist inteligenz die der Mensch selbst noch nicht hat.,correct,,,,,,4.0,3.0,4.0,ich weiß noch nichts darüber.,correct,,,,,,2.0,2.0,2.0,,,,,,,,,,,66.0,Ich denke es gibt auch Nachteile von KI aber es kann auch viele Vorteile mit sich bringen. wie Z.b. im Krankenhaus oder anderen Berufen. Der Nachteil ist vielleicht das durch KI andere Berufe bedroht sind die nicht mit KI arbeiten.,correct,,,,,,5.0,4.0,4.0,,,,,,,,,,,"[True, False, False, True]",[],"[True, True, False, False]","[False, True, True, True, False, False, False]","[False, True, False]",[],"[True, True, False]","[True, True, False, True]","[True, False]","[False, True]","[True, False]",[],"[False, True, False]","[False, True]",[],[],72.0,88.0,nein,correct,,,,,,2.0,2.0,2.0,NCm8NNbAmNsur5S33
Mmmee2H4PhbLb9iyn,46,22.85,0.4967391304347826,100.0,100.0,,32.0,,67.0,,,100.0,51.0,67.0,Die Künstliche Inteligenz sind in Spielen Computergegner,correct,,,,,,3.0,3.0,3.0,Also künsltiche Inteligenz ist in den elektrischen geräten drinnen die Aufträge für einen Ausführen,correct,,,,,,5.0,3.0,3.0,Ich glaube da bringen einem Maschienen etwas bei,correct,,,,,,2.0,2.0,2.0,,,,,,,,,,,100.0,KI ist häufig eine unterstützung für Mnschen die irgendwelche behinderungen haben und ohne KI würde auch manche arbeit nicht möglich sein<br>,correct,,,,,,3.0,3.0,3.0,,,,,,,,,,,"[False, True, False, False]",[],"[True, False, True, True]","[True, False, True, False, True, True, False]","[False, True, True]",[],[],"[False, True, False, True]","[False, True]","[True, False]","[False, True]",[],[],"[False, True]",[],[],100.0,100.0,Es ist sehr schön zum lernen und macht auch spaß,correct,,,,,,5.0,0.0,0.0,NCm8NNbAmNsur5S33
F2BGnvYsGsyzPwBCh,66,25.516666666666666,0.3866161616161616,1.0,15.0,100.0,100.0,100.0,19.0,49.0,100.0,62.0,23.0,37.0,ein Computer der Teilweise selbständig handeln kann,correct,,,,,,4.0,3.0,3.0,eine art selbständiges Computersystem,correct,,,,,,4.0,4.0,3.0,ich weis noch nichts,correct,,,,,,3.0,3.0,3.0,das maschienen erkennen was sie richtig und falsch gemacht haben und sich verbessern,correct,,,,,,3.0,3.0,3.0,100.0,Es gibt immer ein risiko das man bedenken muss aber alles in allem ist es eigentlich ganz gut,correct,,,,,,3.0,3.0,2.0,es würde vielleicht nichts erkennen,correct,,,,,,4.0,3.0,3.0,"[False, True, False, False]","[True, False, True, False]","[True, False, False, False]","[False, True, False, True, False, False, False]","[True, False, True]","[False, False, False, False, False, True, False, False, True]","[False, True, False]","[True, True, False, True]","[True, False]","[True, False]","[True, False]","[True, True]","[True, False, True]","[False, True]","[True, False, True, True, False, True, True, True]","[True, True, False]",100.0,100.0,ich habe alles sehr gut gefunden,correct,,,,,,5.0,0.0,0.0,NCm8NNbAmNsur5S33
eg47Y5Kpse2DetQ2n,66,134.36666666666667,2.035858585858586,15.0,47.0,56.0,36.0,49.0,44.0,48.0,55.0,55.0,45.0,52.0,KI sind Programme die das gleiche (oder mehr) wissen haben wie das Gehirn und dieses nachmachen.,correct,,,,,,5.0,5.0,4.0,"KI gibt es in fast allen Anwendungen.Es gibt spezifische und allgemeine KI, die spezifische KI ist nur in einem bestimmten Bereich intelligent z. B Gesichsterkennung eben nur in der Gesichtserkennung",correct,,,,,,4.0,4.0,4.0,Ich weiß leider noch nichts über maschinelles Lerne.,correct,,,,,,3.0,3.0,3.0,"Ein System, welches durch Erfahrungen selbstständig lernt.",correct,,,,,,3.0,3.0,3.0,75.0,"Ich denke, wenn man die KI weiterhin richtig weiterentwickelt, braucht man sich nicht all zu große Sorgen machen. Wenn sie jedoch nicht gut bzw. richtig weiterentwickelt wird, kann ich die Bedenken verstehen.",correct,,,,,,5.0,5.0,4.0,"Dann würden richtige Hunde nicht mehr als Hunde zugeteilt werden, sondern nur noch die Seehunde ",correct,,,,,,4.0,3.0,5.0,"[True, True, False, True]","[True, True, True, False]","[True, True, True, False]","[True, False, False, True, False, False, True]","[True, False, False]","[True, False, True, True, False, True, False, False, True]","[False, True, True]","[False, True, True, True]","[False, True]","[True, False]","[False, True]","[False, True]","[False, True, True]","[False, True]","[True, False, False, True, False, True, True, True]","[True, True, False]",92.0,100.0,"Die Ladezeit ist manchmal etwas lang und die ""weiter"" Knöpfe sind in meinen Augen etwas unnötig, aber ansonsten war/bin ich sehr zufrieden.<br>",correct,,,,,,5.0,2.0,0.0,NCm8NNbAmNsur5S33
