pupilId,nr_tasks_per_pupil,total_duration in minutes,average duration per task in minutes,AI-1-v2-1-1,AI-4-v2-1-4,EvalML-1-1,ML-2-1-1,EvalML-1-5,AI-4-v2-1-5,EvalML-1-2,EvalML-1-6,AIClosing-1-1,AIClosing-1-3,AIClosing-1-4,AI-1-v2-1-2,AI-1-v2-1-2_rating_content,AI-1-v2-1-2_rating_format,AI-1-v2-1-2_rating_creativity,AI-4-v2-1-3,AI-4-v2-1-3_rating_content,AI-4-v2-1-3_rating_format,AI-4-v2-1-3_rating_creativity,EvalML-1-7,EvalML-1-7_rating_content,EvalML-1-7_rating_format,EvalML-1-7_rating_creativity,AIClosing-1-2,AIClosing-1-5,AIClosing-1-5_rating_content,AIClosing-1-5_rating_format,AIClosing-1-5_rating_creativity,LimitsML-1-2,LimitsML-1-2_rating_content,LimitsML-1-2_rating_format,LimitsML-1-2_rating_creativity,AI-2-v2-1-1,EvalML-1-4,AI-4-v2-1-1,AI-4-v2-1-2,AI-3-v2-1-2,EvalML-1-3,Classification-1-1-1,Clustering-1-1-1,ML-3-1-2,EvalML-1-9,Classification-2-1-8,Impact-1-1-1,EvalML-1-8,classId,ML-2-1-2,ML-2-1-2_rating_content,ML-2-1-2_rating_format,ML-2-1-2_rating_creativity,AI-1-v2-1-2_correct_points,AI-1-v2-1-2_incorrect_points,AI-1-v2-1-2_irrelevant_points,AI-4-v2-1-3_correct_points,AI-4-v2-1-3_incorrect_points,AI-4-v2-1-3_irrelevant_points,ML-2-1-2_correct_points,ML-2-1-2_incorrect_points,ML-2-1-2_irrelevant_points,EvalML-1-7_correct_points,EvalML-1-7_incorrect_points,EvalML-1-7_irrelevant_points,AIClosing-1-5_correct_points,AIClosing-1-5_incorrect_points,AIClosing-1-5_irrelevant_points,LimitsML-1-2_correct_points,LimitsML-1-2_incorrect_points,LimitsML-1-2_irrelevant_points
TLqNCrX4jaYixjtv7,46,124.0,2.6956521739130435,51.0,61.0,66.0,53.0,75.0,100.0,100.0,100.0,,,,"Künstliche Intelligenz ist wenn Programme durch das Deep-learning Verfahren Dinge erkennen kann und den Menschen z.B. helfen, objektiv zu bewerten. KI wird beispielsweise für Autonomes Fahren, Pflegeroboter  und Erkennen einer Lungeninfektion auf der Computertomografie genutzt. Allerdings wird KI auch sehr kritisiert, da Roboter keine Entscheidungen treffen sollen und auch bei den Pflegerobotern, weil sie nicht wirklich Gefühle besitzen, sondern diese Gefühle nur durch einem Bildschirm vortäuschen. ",5.0,5.0,5.0,Es gibt spezifische KI und die Vorstellung von allgemeine KI. Spezifische zeigen menschenähnliche Intelligenz in einem kleinen Bereich und allgemeine KI zeigen menschenähnliche Intelligenz in alle Bereiche. Allerdings gibt es noch keine allgemeine KI. KI lernen durch Erfahrung in einem Deeplearning-prozess,3.0,5.0,4.0,"Es gibt überwachtes Lernen und unüberwachtes Lernen. Überwachtes Lernen ist wenn die Trainingsdaten mit Label beschriftet werden und der Algorithmus am Ende selbst Bilder mit Label beschriften kann. Beim unüberwachten Lernen werden die Daten in verschiedene Cluster unterteilt, es findet Struktur in den Daten.",4.0,5.0,4.0,,,,,,Dann erkennt der Algorithmus Seehunde als Hunde.,5.0,5.0,5.0,"[True, True, False, True]","[True, False, True, False]","[False, True, True, False]","[False, True, True, True, True, False, True]","[True, False, True]","[True, True, False, True, False, True, False, False, True]","[False, True, False]","[False, False, True, True]","[False, True]","[True, True]","[True, False, True]",[],"[True, False, True, True, False, True, True, True]",qFEyvypMn4sAwLwtc,"Maschinelles Lernen, auch Deep-learning genannt hat drei Schichten, jeweils für Helligkeit, Ecken und Kanten und Muster. Wenn dem Computer Daten zugeschickt wird, gehen die Daten durch die drei Schichten. Am Ende entscheidet der Computer, ob zB. auf einem Bild ein Hund gezeigt wird. ",5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
kdqG4fXAK64zdrqN8,54,122.78333333333333,2.2737654320987652,51.0,60.0,69.0,62.0,69.0,58.0,62.0,81.0,,,,"Künstliche Intelligenz sorgt für die Digitalisierung. Durch das Deep Learning lernen sie Dinge objektiv zu bewerten, also wird menschliches Denken auf Computer übertragen. Dazu gehören Roboter, autonomes Fahren, Computertomographie. Viele sind gegen die Künstliche Intelligenz (Roboter), da sie der Meinung sind, dass sie keine Entscheidungen treffen sollten. ",5.0,5.0,4.0,"Die KI behandelt das maschinelle Lernen und die Automatisierung intelligenten Verhaltens. Die KI nimmt uns Menschen bestimmte Arbeiten ab, wie z.B. im industriellen Bereich.",4.0,5.0,3.0,Maschinen sind dadurch in der Lage Probleme zu lösen und lernen mit Mustern und Daten immer mehr dazu. ,5.0,5.0,4.0,,,,,,"Dann denke ich würden die Seehunde nicht als Hunde erkannt werden, weil sie nicht die Eigenschaften eines Hundes haben.",5.0,5.0,5.0,"[True, True, False, True]","[True, False, True, False]","[False, True, True, False]","[False, True, True, True, False, False, True]","[True, False, True]","[True, True, False, True, False, False, True, False, True]","[False, True, True]","[False, True, True, False]","[True, False]","[True, True]","[True, False, True]","[False, True]","[True, False, True, True, False, True, False, False]",qFEyvypMn4sAwLwtc,"Es ist eine Art Training, bei dem KIs Wissen und Erfahrung erlernen, mit Hilfe von Beispielen. ",4.0,4.0,4.0,,,,,,,,,,,,,,,,,,
7eqvpzMXwFGaYWHou,11,43.8,3.9818181818181815,69.0,53.0,,,,43.0,,,,,,"<span style=""background-color: rgb(232, 234, 246); color: rgba(0, 0, 0, 0.87);"">Künstliche Intelligenz (KI) ist in Reichweite. Menschen im philosophischen Sinne sind mit den möglichen Zukunftsszenarien der menschlichen Gesellschaft unzufrieden - nicht ohne einige Doomsday-Bilder zu verwenden. Berühmte Ereignisse wie der Sieg der künstlichen Intelligenz AlphaGo gegen Lee Se-dol, den Weltmeister von Go im Jahr 2016, haben ein Bild der KI gemalt, das den Menschen immer mehr übertreffen soll.</span>",4.0,3.0,5.0,Eine KI ist eine CPU die kein Mensch ist. Die KI gibt es nur in Computern,2.0,4.0,3.0,,,,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[True, False, True, False, False, True, True]","[True, True, False]",[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc,,,,,,,,,,,,,,,,,,,,,,
Z9DkQMmtiPiHtteME,4,25.95,6.4875,43.0,,,,,,,,,,,"<span style=""background-color: rgb(248, 246, 247); color: rgba(0, 0, 0, 0.87);"">kl ist ein Zweig der Informatik, der sich der Automatisierung von intelligentem Verhalten und maschinellem Lernen widmet. Der Begriff ist schwer zu definieren, da es keine genaue Definition von ""intelligent"" gibt. Trotzdem wird es immer noch in Forschung und Entwicklung eingesetzt.</span>",5.0,4.0,5.0,,,,,,,,,,,,,,,,,,"[False, True, False, True]",[],[],[],[],[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc,,,,,,,,,,,,,,,,,,,,,,
MRSj5LqwWj6WSoj4E,18,76.48333333333333,4.249074074074074,96.0,88.0,,98.0,,66.0,,,,,,"Eine Künstliche Intelligenz ist ein Programm der von verschiedenen Strukturen lernen kann. Die KI wird von den Menschen weiterhin verbessert so das sie ihre Aufgaben erledigen können. Sie werden zum Beispiel genutzt, um Menschen zu retten oder Sachen zu erkennen die Menschen nicht erkennen können und andere Dinge. Die Künstliche Intelligenz wurde erfunden, um das zu machen wo für die Menschen Schwierigkeiten oder eine große Gefahr haben.",4.0,5.0,4.0,"KIs lernen durch Erfahrung und hat 2 Arten, das spezifische und allgemeine. Das spezifische sind nur bei einem Bereich sehr gut und das allgemeine Feeds in Apps. Heutzutage gibt es noch nicht künstliche Intelligenz die genauso schlau wie die Menschen sind.",4.0,5.0,3.0,,,,,,,,,,,,,,"[True, True, False, True]",[],"[True, True, False, False]","[True, True, False, False, True, True, False]","[False, False, True]",[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc,,,,,,,,,,,,,,,,,,,,,,
XKrLvRHLaM7yDisR6,23,91.55,3.9804347826086954,100.0,59.0,,53.0,,52.0,,,,,,"Künstliche Intelligenz (KI) ist ein weitreichender Zweig der Informatik, der sich mit dem Bau intelligenter Maschinen befasst, die Aufgaben ausführen können, die normalerweise menschliche Intelligenz erfordern. KI ist eine interdisziplinäre Wissenschaft mit mehreren Ansätzen, aber Fortschritte beim maschinellen Lernen und beim tiefen Lernen führen zu einer Verschiebung in praktisch allen Bereichen der Technologiebranche.<br>",5.0,5.0,4.0,"<pre class=""ql-syntax"" spellcheck=""false"">KI ist ein weitreichender Zweig der Informatik, der sich mit dem Bau intelligenter Maschinen befasst, die Aufgaben ausführen können. KI ist  Fortschritte beim maschinellen Lernen und beim tiefen Lernen führen zu einer Verschiebung in praktisch allen Bereichen der Technologiebranche. es variiert von Allgemeine KI und Spezifische KI.
</pre>",4.0,5.0,4.0,,,,,,,,,,,,,,"[True, True, True, True]",[],"[True, False, True, True]","[False, False, True, True, True, True, True]","[True, True, True]",[],[],[],"[True, False]",[],[],"[False, True]",[],qFEyvypMn4sAwLwtc,"<pre class=""ql-syntax"" spellcheck=""false"">Ja, ich wusste, dass es verschiedene Arten von gibt &nbsp;maschinelle Lernen dass man zum Unterrichten von Technik verwendet werden, aber ich habe nur ein (Deep learning) tiefes Lernen gelernt und verstanden.
</pre><br>",3.0,4.0,3.0,,,,,,,,,,,,,,,,,,
aiaYpPdYWJKb2hs7J,37,40.21666666666667,1.086936936936937,52.0,84.0,,82.0,,100.0,,,,,,Künstliche Intelligenz sind Menschen ähnlich aber keine Menschen. So genannte Roboter. Roboter sind da um Menschen zu helfen z.B. in Fabriken oder so.,3.0,4.0,3.0,KI sind Roboter die auf bestimmte Beriche spezialisiert sind und dann Menschen helfen.,3.0,4.0,3.0,,,,,,,,,,Die KI würde Seehunde als Hunde erkennen und Hunde würde er nicht erkennen,4.0,5.0,4.0,"[True, True, False, True]",[],"[False, False, True, False]","[True, True, False, True, True, False, False]","[True, False, True]",[],"[False, True, False]","[False, True, True, True]","[False, True]",[],"[True, False, True]",[],[],qFEyvypMn4sAwLwtc,Maschinelles Lernen ist wenn ein Computer etwas abertausendmal wieder holt Mund von seinen Ergebnissen lernt.,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,
C2BW6tdii778v4RfL,35,84.81666666666666,2.4233333333333333,48.0,51.0,,59.0,,60.0,,,,,,"Ich denke, dass KI z.B. In Form von Robotern auftreten kann und dir auf bestimmten Gebieten helfen, eine Entscheidung zu fällen, jedoch ist KI nicht in der Lage selbst Entscheidung zu fällen.",4.0,4.0,5.0,"<span style=""color: rgb(32, 33, 36);"">Die KI ist der Versuch, menschliches Lernen und Denken auf den Computer zu übertragen und ihm damit Intelligenz zu verleihen.</span>",3.0,4.0,5.0,,,,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[False, True, True, False, True, False, False]","[True, False, False]",[],"[False, True, True]","[False, True, True, False]","[True, False]",[],"[True, False, False]",[],[],qFEyvypMn4sAwLwtc,"Maschinelles lernen bedeutet, dass man lernt, indem man Erfahrung sammelt",3.0,5.0,3.0,,,,,,,,,,,,,,,,,,
3hiSwDCiw9HeyHg7f,66,70.36666666666666,1.066161616161616,100.0,86.0,86.0,65.0,88.0,100.0,98.0,96.0,100.0,26.0,88.0,"Eine Künstliche Intelligenz ist ein Programm, welches sich durch Deeplearning und Daten selbst weiter entwickeln kann. ",4.0,5.0,4.0,Es gibt unterschiedliche arten von Künstlichen Inteligenzen. Die sogenannten spezifischen Künstliche Intelligenzen können Aufgaben nur in einem Bereich ausführen. Allgemeine Künstliche Intelligenzen können die Anforderungen in allen Bereichen erfüllen. ,5.0,5.0,4.0,Maschinelles Lernen ist das Auslesen von Daten um in anwendungsfällen richtig entscheiden zu können.,5.0,5.0,4.0,80.0,"Eine Künstliche Intelligenz kann nur das machen worauf sie trainiert wurde. Die Szenarien aus Actionfilmen, wo Künstliche Intelligenzen die Herschafft über die Welt ergreifen sind zumindest zum Aktuellen Zeitpunkt nur Fantasien.",5.0,5.0,5.0,Da Hunde und Seehunde nur wenige Körperliche Ähnlichkeiten haben würden richtige Hunde nur in selten fällen  als Hund erkannt werden.,5.0,5.0,4.0,"[False, True, False, True]","[True, True, True, False]","[False, True, True, False]","[True, True, False, True, True, False, True]","[True, False, True]","[True, False, True, True, False, True, False, True, True]","[False, True, False]","[False, False, True, True]","[True, False]","[True, False]","[True, False, True]","[False, True]","[True, False, True, False, True, True, True, True]",qFEyvypMn4sAwLwtc,Maschinelles Lernen ist das verarbeiten van Daten um Gemeinsamkeiten zu bestimmen. ,3.0,4.0,3.0,,,,,,,,,,,,,,,,,,
jRT6yzZ2ip5ab5ZFM,66,66.56666666666666,1.0085858585858585,90.0,88.0,76.0,71.0,69.0,72.0,100.0,93.0,51.0,53.0,57.0,"KI oder besser gesagt Künstliche Inteliegenz sind Programme von Menschen erschafen die von Menschen lernen, eigenständich handeln können und sich weiter entwickeln können.",4.0,3.0,4.0,"KI anwendung können eigene entscheidungen treffen und lernen durch Erfahrung Spezifische KI umfasst Anwendung, die menschenähnliche Intelligenz in einem kleinen Bereich zeigt",4.0,3.0,4.0,"Beim Maschinellem Lernen, wird die KI von einen Menschen treniert sachen zu tun ",4.0,2.0,5.0,58.0,KI können uns sehr im Alltag helfen und auch leben retten solange sie nicht inteliegenter als menschen sein könne.,4.0,2.0,3.0,dann würden Hunde kaum noch als Hund vom Programm erkannt werden sondern seehunden würden als Hunde gesehen werden,5.0,3.0,4.0,"[True, True, False, True]","[True, True, True, False]","[False, True, True, False]","[False, True, True, False, False, True, True]","[False, False, True]","[False, True, False, True, False, True, False, False, True]","[False, True, True]","[False, False, True, True]","[False, True]","[True, False]","[True, False, True]","[False, True]","[True, False, False, True, True, False, True, True]",qFEyvypMn4sAwLwtc,Mir fällt grad nichts ein,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
gooproPtWeTH6dtcB,66,28.683333333333334,0.4345959595959596,36.0,45.0,44.0,54.0,37.0,42.0,60.0,50.0,65.0,21.0,35.0,<h3>Meine Meinung zu Künstliche Intelligenz ist sehr prositiv auch wenn ich nicht zu viel erfahrung damit gemacht habe </h3><br>,3.0,4.0,4.0,,,,,"<span style=""color: rgb(51, 51, 51);"">⠀</span><br>",1.0,1.0,1.0,57.0,"<span style=""color: rgb(51, 51, 51);"">⠀</span>",0.0,0.0,0.0,"<span style=""color: rgb(51, 51, 51);"">⠀</span>",0.0,0.0,0.0,"[True, True, False, True]","[False, False, True, True]","[False, False, True, True]","[False, True, False, False, True, False, False]","[False, True, False]","[True, False, True, True, False, True, False, False, True]","[False, False, False]","[False, True, True, False]","[False, True]","[True, False]","[False, False, False]","[False, True]","[False, False, True, False, False, True, False, True]",qFEyvypMn4sAwLwtc,"<span style=""color: rgb(32, 33, 36);"">Maschinelle Lernen beschreibt den Erwerb von Wissen durch ein künstliches System. Der Computer generiert hier analog wie ein Mensch selbstständig Wissen aus Erfahrungen und kann eigenständig Lösungen für neue und unbekannte Probleme finden.</span>",5.0,5.0,4.0,,,,,,,,,,,,,,,,,,
vNMvj2EsvKXvqk3Qw,6,19.6,3.266666666666667,5.0,,,,,,,,,,,"Ich denke, künstliche Intelligenz sind Computer, die wie Menschen viel Wissen haben.",4.0,5.0,3.0,,,,,,,,,,,,,,,,,,"[False, True, True, True]",[],[],[],"[True, False, True]",[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc,,,,,,,,,,,,,,,,,,,,,,
Absyuhryq96KZL2Cs,15,63.15,4.21,89.0,96.0,,,,33.0,,,,,,"<h3>Die Künstliche Intelligenz ist menschliches Lernen und denken, welches man auf dem Computer übermittelt und dieser dann technisch umsetzt.</h3><br>",4.0,4.0,5.0,- KI wird inn der Zukunft in autos sein<ul><li>vereinfacht den Menschen das Leben </li><li>lernt durch seine Fehler</li><li>Wird auch später in anderen Fachbereichen auftreten</li></ul>,3.0,3.0,4.0,,,,,,,,,,,,,,"[False, True, True, True]",[],"[True, False, False, True]","[False, True, False, True, True, False, False]","[True, True, False]",[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc,,,,,,,,,,,,,,,,,,,,,,
R8CkqGDeQXZmHxTuk,27,79.18333333333334,2.9327160493827162,79.0,100.0,,73.0,,77.0,,,,,,Eine KI Ist eine Art Computer der Stelbst  in der Lage ist sachen zu machen odersich zu bewegen oder Leuten zu Helfen,4.0,3.0,3.0,Eine KI ist etwas was durch lernen  sich viele sachen aneignen kann un deswegen vieles machen kann,2.0,3.0,3.0,,,,,,,,,,,,,,"[True, True, False, True]",[],"[True, False, True, False]","[False, True, True, False, True, False, False]","[False, False, True]",[],[],"[True, False, False, True]","[False, False]",[],[],[],[],qFEyvypMn4sAwLwtc,Maschinelles Lernen ist  das mann einer KI informaton gibt und sie dadurch Lernt und einsetzen kann,3.0,2.0,4.0,,,,,,,,,,,,,,,,,,
j3AkifkKRR3t3NeoT,27,105.81666666666666,3.919135802469136,84.0,91.0,,82.0,,100.0,,,,,,"KI kann man auch als menschliches Lernen bezeichnen. In Zukunft soll KI in Autos, aber auch als Roboter als Haushaltshelfer ein fester Bestandteil unseres Alltags sein. Künstliche Intelligenz will man in Zukunft auch in der Medizin nutzen. Dort soll es dann Dinge wie Muster erkennen, wo Ärtze nichts anfangen können. KI hat auch schlechte Seiten. Wenn zukünftig mehr KI genutzt wird, dann fallen die Zahlen der Arbeitsplätze. ",4.0,4.0,5.0,"Es gibt zwei Arten von KI. Einmal die spezifische und die allgemeine. Die spezifische KI ist trainiert in einem bestimmten Bereich zu arbeiten. Die allgemeine KI kann viel mehr Dinge gut und positiv in verschiedenen Bereichen erbringen. KI nutzt man z.B. bei Websiten, die deinen Feed nach deinem Geschmack personalisieren. Außerdem kann KI Dinge durch ihr Aussehen erkennen. KI lernt aus Erfahrung.",5.0,5.0,4.0,,,,,,,,,,,,,,"[False, True, False, True]",[],"[False, True, True, False]","[False, True, False, True, True, False, True]","[True, False, True]",[],[],"[False, False, True, True]","[False, True]",[],[],[],[],qFEyvypMn4sAwLwtc,"Bei maschinellem Lernen werden dem Computer viele Bilder eines Begriffs gezeigt wie zum Beispiel ganz viele Hundebilder. Dort lernt der Computer, was an den vielen Bildern so ähnlich ist und kennzeichnet dies als Eigenschaft. Das heißt, dass wenn man viele Hundebilder zeigt, dass der Computer sich dann theoretisch merkt, dass ein Hund immer eine Schnauze hat.",4.0,5.0,3.0,,,,,,,,,,,,,,,,,,
RCatXQL24GnNLyRcF,3,6.416666666666667,2.138888888888889,70.0,,,,,,,,,,,"Künstliche Intelligenz liegt vor wenn Maschinen menschliches Verhalten nachahmen sollen, agieren sollen wie Menschen und in Zukunft auch so fühlen sollen. Ein Teilbereich ist dabei das maschinelle Lernen. Hier lernen Maschinen an vielen Wiederholungen etwas zu Erkennen oder zu tun. Menschen bringen dabei korrektes Verhalten bei und Maschinen trainieren dieses. Deep Learning geht auf neuronale Netze zurück und lässt Maschinen beispielsweise Muster in Bildern erkennen. Dabei sind diese so gut wie das Trainingsmaterial war, dass sie beim Lernen verwendet haben.",5.0,5.0,5.0,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc,,,,,,,,,,,,,,,,,,,,,,
hovj8Sfjv8G9Q2YxH,26,38.25,1.4711538461538463,76.0,,,,,,,,57.0,55.0,53.0,"Ich denke Künstliche Intilligenz wird oft bei Robotern benutzt, besonders im Medizinischen bereicht spielt diese eine große rolle, sie findet vielleicht schneller Ursachen ür Krabnkheiten und bei Operationen ist sie viellicht auch eine große hilfe. Jedoch gibt es auch Negative aspekte, wie zum Beispiel Arbeitslosigkeit, wenn die Kl-Methode in Berufen eingesetzt wird, wobei man dann keine Menschen mehr braucht.",5.0,5.0,5.0,,,,,,,,,64.0,"Kl ist etwas Poitives aber auch etwas Negatives, viele Jobs können aufs spiel gesetzt werden, wo man eigentlich gar keine Kl- Methode braucht, jedoch gibt es einiges, wobei es die Menschen stark unterstützt. Es erleichtert einigen Menschen das Leben, es bringt eine erleichterung für alle Arbeitenden mit sich, man sollte sich keine sorgen machen.",5.0,5.0,5.0,,,,,"[False, False, True, True]",[],[],[],"[False, False, True]",[],[],[],[],[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9,,,,,,,,,,,,,,,,,,,,,,
TWes7DiBwCuCzS2px,24,39.53333333333333,1.6472222222222221,64.0,,,,,,,,38.0,49.0,33.0,Kpnstliche Intelligenz ist wenn man ihn viele Kompizierte fragen stellen kann und eine gute und konrete antwort bekomme. Es werden mehr Jobs von ihnen Übernommen ( halbwegs) und das sie die Krankheiten schneller und besser herausfinden und auch wissen was sie tuen müssen damit die Person schnell wieder Gesund wird.  ,5.0,5.0,5.0,,,,,,,,,65.0,ich würde sagen das ich es verstehen kann aber es auch viele Vorteile hat und man gucken kann was passiert. man kann sich natürlich mit den Thema auseinander setzten. ,5.0,5.0,5.0,,,,,"[False, True, True, True]",[],[],[],[],[],[],[],[],[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9,,,,,,,,,,,,,,,,,,,,,,
T4iugPHxim5gX8M4i,26,31.016666666666666,1.192948717948718,65.0,,,,,,,,74.0,59.0,34.0,es ist künstliche Intelligenz sien lernt desto mehr man ihr bei bringt ,5.0,5.0,5.0,,,,,,,,,60.0,sie können gut helfen werden trotzdem nicht alles übernehmen können dafür muss die technologie erstmal so weit sein .,5.0,5.0,5.0,,,,,"[True, True, True, True]",[],[],[],"[True, False, True]",[],[],[],[],[],[],"[True, False]",[],GkQSJvPTRWsLnpyR9,,,,,,,,,,,,,,,,,,,,,,
iHYe2TGnR9zgGZ6zh,66,29.2,0.4424242424242424,100.0,100.0,100.0,100.0,67.0,100.0,100.0,67.0,1.0,100.0,1.0,jo,5.0,5.0,5.0,ja<br>,5.0,5.0,5.0,Das die Maschiene durch Erfahrung lernt,5.0,5.0,5.0,71.0,Das ich dagegen bin weil es auch so viele jahre ohne funktionirt hat mit welchem grund soll es jetzt soetwas geben.,5.0,5.0,5.0,sie würden nicht erkant werden,5.0,5.0,5.0,"[False, True, True, True]","[True, False, True, False]","[False, False, True, False]","[False, True, True, False, True, False, False]","[False, True, False]","[False, True, False, True, False, True, False, True, True]","[False, False, True]","[False, True, True, False]","[True, False]","[True, False]","[False, True, False]","[True, False]","[False, True, False, True, True, False, True, False]",GkQSJvPTRWsLnpyR9,lul<br>,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,
5GPMWTgF29JDyeXoG,66,12.233333333333333,0.18535353535353535,100.0,100.0,100.0,100.0,100.0,100.0,1.0,100.0,1.0,100.0,1.0,.,5.0,5.0,5.0,.,5.0,5.0,5.0,,,,,100.0,.,5.0,5.0,5.0,,,,,"[True, False, True, True]","[False, True, True, False]","[False, True, False, True]","[True, True, False, True, False, False, False]","[True, False, True]","[False, True, False, False, False, False, False, False, False]","[True, False, False]","[True, True, False, True]","[True, False]","[False, False]","[False, False, False]","[False, True]","[False, True, False, True, False, True, False, True]",GkQSJvPTRWsLnpyR9,,,,,,,,,,,,,,,,,,,,,,
Fu8mnQdaA2GvmLZnb,23,29.2,1.2695652173913043,73.0,,,,,,,,46.0,60.0,55.0,"Ich denke das es viele vorteile mit sich bringt wie zum beispiel die medizin zu verbesser oder bei operation riskien zu minmieren oder sogar komplett zuverhindern oder im Einzelhandel die Kasse schneller bedien oder die regale schneller und ordentlicher einzuräumen. Jedoch stehe ich etwas skeptisch dem Thema gegenüber, weil es zu vielen Arbeitslosen kommen könnte und ich denke das sie niemals soziale Arbeit übernehmen könnte, weil keine künstliche interlligenz diese werte vermitteln kann wie es menschen tun oder mensch das gefühl geben könnte die wie andere menschen es einem geben oder auch zeigen.",5.0,5.0,5.0,,,,,,,,,69.0,"Ich würde der Person sagen das ich es nachvollziehen kann, das sie sich sorgen macht jedoch würde ich ihr auch die vorteile erklären.",5.0,5.0,5.0,,,,,[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9,,,,,,,,,,,,,,,,,,,,,,
JTE3T8c3SN6ehbrDQ,42,38.56666666666667,0.9182539682539683,54.0,40.0,,47.0,,75.0,,,83.0,44.0,70.0,Künstliche Intelligenz wird von Computer Systemen gesteuert. Sie merkt sich was sie machen soll und wendet dies dann beliebig oft an.,5.0,5.0,5.0,"KI ist ein System welches Aufgaben übernehmen kann. Es gibt zwei Arten von KIs, allgemeine KI, die sich so wie ein Mensch verhält und spezifische KI die sich auf eine bestimmte Aufgabe konzentriert und diese ausführen kann.",5.0,5.0,5.0,,,,,55.0,"Ich denke, dass die KI früher oder später sowieso viele Aufgaben übernehmen wird, da es vieles erleichtert. Ich kann verstehen, wenn man Angst davor hat aber ich denke, dass hintereher die Vorteile die Angst weg drücken werden.",5.0,5.0,5.0,,,,,"[True, False, False, True]",[],"[False, False, True, False]","[True, True, False, True, False, False, True]","[True, False, True]",[],[],[],"[False, True]",[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9,Weis ich nicht.,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,
Yss4MmFBusuAqSMaN,66,51.7,0.7833333333333333,62.0,87.0,56.0,50.0,54.0,94.0,52.0,58.0,74.0,43.0,54.0,künstliche intelligenz ist zB.: ein Robotter,5.0,5.0,5.0,sie lernen selbsständig ,5.0,5.0,5.0,,,,,61.0,KI`s können denn Menschen bei gewissen dingen helfen ,5.0,5.0,5.0,ist ja richtig,5.0,5.0,5.0,"[False, False, False, True]","[False, True, False, False]","[False, False, False, True]","[False, True, False, True, False, False, False]","[False, False, True]","[False, False, False, False, False, False, False, True, False]","[False, True, True]","[False, False, True, False]","[False, True]","[False, True]","[False, True, False]","[False, True]","[False, True, False, True, False, False, False, False]",GkQSJvPTRWsLnpyR9,,,,,,,,,,,,,,,,,,,,,,
YEmTft3BS22fdYdQi,42,45.18333333333333,1.0757936507936507,58.0,66.0,,76.0,,53.0,,,57.0,54.0,45.0,"Meiner Meinung nach sind KI´s nichts schlechtes, da sie in vielen Jobs eine große Hilfe sein können wie z.B in der Medizin. Im alltag gibt es ja heute schon sprachassistenten wie z.B Alexa oder Google home die per Sprachsteuerung z.B das Licht anschalten oder den Fernseher was manches erleichtert, wie wenn man Vollbepackt mit Einkaufstüten oder Reise gepäck nach Hause kommt und keine Hand frei hat um das Licht anzuschalten ist ein Sprachassistent sehr Hilfreich.",5.0,5.0,5.0,"Ki ist die Künstliche Inteligenz die heute schon in einigen sachen befindet wie Robotern, Computern oder Handys",5.0,5.0,5.0,,,,,81.0,"Es ist nicht alles schlecht an einem KI im gegenteil, KI können in der Medizin sehr behilflich sein z.B beim suchen eines Tumores. Sie können allerdings auch die Behandlung auf den Patienten abstimmen welcher der Patient dann nur noch zustimmen muss.KI können in vielen Jobs als unterstützung dienen, dennoch wäre es nicht all zu gut KI`s durch die Menschen zu ersetzten was aber auch komplett warscheinlich nicht passieren wird und vorallem nicht in allen Jobs.",5.0,5.0,5.0,,,,,"[False, True, True, True]",[],"[False, True, True, False]","[True, False, True, False, False, False, True]","[True, True, False]",[],[],[],"[True, False]",[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9,Das machinelle Lernen ist einfach ein algorythmus der auf dem Gerät programmiert ist.,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,
