pupilId,nr_tasks_per_pupil,total_duration in minutes,average duration per task in minutes,AI-1-v2-1-1,AI-4-v2-1-4,EvalML-1-1,ML-2-1-1,EvalML-1-5,AI-4-v2-1-5,EvalML-1-2,EvalML-1-6,AIClosing-1-1,AIClosing-1-3,AIClosing-1-4,AI-1-v2-1-2,AI-1-v2-1-2_correct_points,AI-1-v2-1-2_incorrect_points,AI-1-v2-1-2_irrelevant_points,AI-1-v2-1-2_rating_content,AI-1-v2-1-2_rating_format,AI-1-v2-1-2_rating_creativity,AI-4-v2-1-3,AI-4-v2-1-3_correct_points,AI-4-v2-1-3_incorrect_points,AI-4-v2-1-3_irrelevant_points,AI-4-v2-1-3_rating_content,AI-4-v2-1-3_rating_format,AI-4-v2-1-3_rating_creativity,ML-2-1-2,ML-2-1-2_correct_points,ML-2-1-2_incorrect_points,ML-2-1-2_irrelevant_points,ML-2-1-2_rating_content,ML-2-1-2_rating_format,ML-2-1-2_rating_creativity,EvalML-1-7,EvalML-1-7_correct_points,EvalML-1-7_incorrect_points,EvalML-1-7_irrelevant_points,EvalML-1-7_rating_content,EvalML-1-7_rating_format,EvalML-1-7_rating_creativity,AIClosing-1-2,AIClosing-1-5,AIClosing-1-5_rating_content,AIClosing-1-5_rating_format,AIClosing-1-5_rating_creativity,LimitsML-1-2,LimitsML-1-2_rating_content,LimitsML-1-2_rating_format,LimitsML-1-2_rating_creativity,AI-2-v2-1-1,EvalML-1-4,AI-4-v2-1-1,AI-4-v2-1-2,AI-3-v2-1-2,EvalML-1-3,Classification-1-1-1,Clustering-1-1-1,ML-3-1-2,EvalML-1-9,Classification-2-1-8,Impact-1-1-1,EvalML-1-8,classId
TLqNCrX4jaYixjtv7,46,124,2.69565217391304,51,61,66,53,75,100,100,100,,,,"Künstliche Intelligenz ist wenn Programme durch das Deep-learning Verfahren Dinge erkennen kann und den Menschen z.B. helfen, objektiv zu bewerten. KI wird beispielsweise für Autonomes Fahren, Pflegeroboter  und Erkennen einer Lungeninfektion auf der Computertomografie genutzt. Allerdings wird KI auch sehr kritisiert, da Roboter keine Entscheidungen treffen sollen und auch bei den Pflegerobotern, weil sie nicht wirklich Gefühle besitzen, sondern diese Gefühle nur durch einem Bildschirm vortäuschen. ",1,0,2,5,5,5,Es gibt spezifische KI und die Vorstellung von allgemeine KI. Spezifische zeigen menschenähnliche Intelligenz in einem kleinen Bereich und allgemeine KI zeigen menschenähnliche Intelligenz in alle Bereiche. Allerdings gibt es noch keine allgemeine KI. KI lernen durch Erfahrung in einem Deeplearning-prozess,4,0,0,3,5,4,"Maschinelles Lernen, auch Deep-learning genannt hat drei Schichten, jeweils für Helligkeit, Ecken und Kanten und Muster. Wenn dem Computer Daten zugeschickt wird, gehen die Daten durch die drei Schichten. Am Ende entscheidet der Computer, ob zB. auf einem Bild ein Hund gezeigt wird. ",0,2,1,5,5,4,"Es gibt überwachtes Lernen und unüberwachtes Lernen. Überwachtes Lernen ist wenn die Trainingsdaten mit Label beschriftet werden und der Algorithmus am Ende selbst Bilder mit Label beschriften kann. Beim unüberwachten Lernen werden die Daten in verschiedene Cluster unterteilt, es findet Struktur in den Daten.",5,0,0,4,5,4,,,,,,Dann erkennt der Algorithmus Seehunde als Hunde.,5,5,5,"[True, True, False, True]","[True, False, True, False]","[False, True, True, False]","[False, True, True, True, True, False, True]","[True, False, True]","[True, True, False, True, False, True, False, False, True]","[False, True, False]","[False, False, True, True]","[False, True]","[True, True]","[True, False, True]",[],"[True, False, True, True, False, True, True, True]",qFEyvypMn4sAwLwtc
kdqG4fXAK64zdrqN8,54,122.783333333333,2.27376543209877,51,60,69,62,69,58,62,81,,,,"Künstliche Intelligenz sorgt für die Digitalisierung. Durch das Deep Learning lernen sie Dinge objektiv zu bewerten, also wird menschliches Denken auf Computer übertragen. Dazu gehören Roboter, autonomes Fahren, Computertomographie. Viele sind gegen die Künstliche Intelligenz (Roboter), da sie der Meinung sind, dass sie keine Entscheidungen treffen sollten. ",1,0,2,5,5,4,"Die KI behandelt das maschinelle Lernen und die Automatisierung intelligenten Verhaltens. Die KI nimmt uns Menschen bestimmte Arbeiten ab, wie z.B. im industriellen Bereich.",1,0,1,4,5,3,"Es ist eine Art Training, bei dem KIs Wissen und Erfahrung erlernen, mit Hilfe von Beispielen. ",1,0,0,4,4,4,Maschinen sind dadurch in der Lage Probleme zu lösen und lernen mit Mustern und Daten immer mehr dazu. ,1,0,0,5,5,4,,,,,,"Dann denke ich würden die Seehunde nicht als Hunde erkannt werden, weil sie nicht die Eigenschaften eines Hundes haben.",5,5,5,"[True, True, False, True]","[True, False, True, False]","[False, True, True, False]","[False, True, True, True, False, False, True]","[True, False, True]","[True, True, False, True, False, False, True, False, True]","[False, True, True]","[False, True, True, False]","[True, False]","[True, True]","[True, False, True]","[False, True]","[True, False, True, True, False, True, False, False]",qFEyvypMn4sAwLwtc
7eqvpzMXwFGaYWHou,11,43.8,3.98181818181818,69,53,,,,43,,,,,,"<span style=""background-color: rgb(232, 234, 246); color: rgba(0, 0, 0, 0.87);"">Künstliche Intelligenz (KI) ist in Reichweite. Menschen im philosophischen Sinne sind mit den möglichen Zukunftsszenarien der menschlichen Gesellschaft unzufrieden - nicht ohne einige Doomsday-Bilder zu verwenden. Berühmte Ereignisse wie der Sieg der künstlichen Intelligenz AlphaGo gegen Lee Se-dol, den Weltmeister von Go im Jahr 2016, haben ein Bild der KI gemalt, das den Menschen immer mehr übertreffen soll.</span>",0,0,3,4,3,5,Eine KI ist eine CPU die kein Mensch ist. Die KI gibt es nur in Computern,0,1,1,2,4,3,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[True, False, True, False, False, True, True]","[True, True, False]",[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc
Z9DkQMmtiPiHtteME,4,25.95,6.4875,43,,,,,,,,,,,"<span style=""background-color: rgb(248, 246, 247); color: rgba(0, 0, 0, 0.87);"">kl ist ein Zweig der Informatik, der sich der Automatisierung von intelligentem Verhalten und maschinellem Lernen widmet. Der Begriff ist schwer zu definieren, da es keine genaue Definition von ""intelligent"" gibt. Trotzdem wird es immer noch in Forschung und Entwicklung eingesetzt.</span>",1,0,1,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[False, True, False, True]",[],[],[],[],[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc
MRSj5LqwWj6WSoj4E,18,76.4833333333333,4.24907407407407,96,88,,98,,66,,,,,,"Eine Künstliche Intelligenz ist ein Programm der von verschiedenen Strukturen lernen kann. Die KI wird von den Menschen weiterhin verbessert so das sie ihre Aufgaben erledigen können. Sie werden zum Beispiel genutzt, um Menschen zu retten oder Sachen zu erkennen die Menschen nicht erkennen können und andere Dinge. Die Künstliche Intelligenz wurde erfunden, um das zu machen wo für die Menschen Schwierigkeiten oder eine große Gefahr haben.",2,0,1,4,5,4,"KIs lernen durch Erfahrung und hat 2 Arten, das spezifische und allgemeine. Das spezifische sind nur bei einem Bereich sehr gut und das allgemeine Feeds in Apps. Heutzutage gibt es noch nicht künstliche Intelligenz die genauso schlau wie die Menschen sind.",3,0,0,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[True, True, False, False]","[True, True, False, False, True, True, False]","[False, False, True]",[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc
XKrLvRHLaM7yDisR6,23,91.55,3.9804347826087,100,59,,53,,52,,,,,,"Künstliche Intelligenz (KI) ist ein weitreichender Zweig der Informatik, der sich mit dem Bau intelligenter Maschinen befasst, die Aufgaben ausführen können, die normalerweise menschliche Intelligenz erfordern. KI ist eine interdisziplinäre Wissenschaft mit mehreren Ansätzen, aber Fortschritte beim maschinellen Lernen und beim tiefen Lernen führen zu einer Verschiebung in praktisch allen Bereichen der Technologiebranche.<br>",1,0,2,5,5,4,"<pre class=""ql-syntax"" spellcheck=""false"">KI ist ein weitreichender Zweig der Informatik, der sich mit dem Bau intelligenter Maschinen befasst, die Aufgaben ausführen können. KI ist  Fortschritte beim maschinellen Lernen und beim tiefen Lernen führen zu einer Verschiebung in praktisch allen Bereichen der Technologiebranche. es variiert von Allgemeine KI und Spezifische KI.
</pre>",2,0,2,4,5,4,"<pre class=""ql-syntax"" spellcheck=""false"">Ja, ich wusste, dass es verschiedene Arten von gibt &nbsp;maschinelle Lernen dass man zum Unterrichten von Technik verwendet werden, aber ich habe nur ein (Deep learning) tiefes Lernen gelernt und verstanden.
</pre><br>",0,0,1,3,4,3,,,,,,,,,,,,,,,,,"[True, True, True, True]",[],"[True, False, True, True]","[False, False, True, True, True, True, True]","[True, True, True]",[],[],[],"[True, False]",[],[],"[False, True]",[],qFEyvypMn4sAwLwtc
aiaYpPdYWJKb2hs7J,37,40.2166666666667,1.08693693693694,52,84,,82,,100,,,,,,Künstliche Intelligenz sind Menschen ähnlich aber keine Menschen. So genannte Roboter. Roboter sind da um Menschen zu helfen z.B. in Fabriken oder so.,0,1,1,3,4,3,KI sind Roboter die auf bestimmte Beriche spezialisiert sind und dann Menschen helfen.,0,1,0,3,4,3,Maschinelles Lernen ist wenn ein Computer etwas abertausendmal wieder holt Mund von seinen Ergebnissen lernt.,1,1,0,4,2,4,,,,,,,,,,,,,Die KI würde Seehunde als Hunde erkennen und Hunde würde er nicht erkennen,4,5,4,"[True, True, False, True]",[],"[False, False, True, False]","[True, True, False, True, True, False, False]","[True, False, True]",[],"[False, True, False]","[False, True, True, True]","[False, True]",[],"[True, False, True]",[],[],qFEyvypMn4sAwLwtc
C2BW6tdii778v4RfL,35,84.8166666666667,2.42333333333333,48,51,,59,,60,,,,,,"Ich denke, dass KI z.B. In Form von Robotern auftreten kann und dir auf bestimmten Gebieten helfen, eine Entscheidung zu fällen, jedoch ist KI nicht in der Lage selbst Entscheidung zu fällen.",0,1,1,4,4,5,"<span style=""color: rgb(32, 33, 36);"">Die KI ist der Versuch, menschliches Lernen und Denken auf den Computer zu übertragen und ihm damit Intelligenz zu verleihen.</span>",1,0,0,3,4,5,"Maschinelles lernen bedeutet, dass man lernt, indem man Erfahrung sammelt",1,1,0,3,5,3,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[False, True, True, False]","[False, True, True, False, True, False, False]","[True, False, False]",[],"[False, True, True]","[False, True, True, False]","[True, False]",[],"[True, False, False]",[],[],qFEyvypMn4sAwLwtc
3hiSwDCiw9HeyHg7f,66,70.3666666666667,1.06616161616162,100,86,86,65,88,100,98,96,100,26,88,"Eine Künstliche Intelligenz ist ein Programm, welches sich durch Deeplearning und Daten selbst weiter entwickeln kann. ",2,0,0,4,5,4,Es gibt unterschiedliche arten von Künstlichen Inteligenzen. Die sogenannten spezifischen Künstliche Intelligenzen können Aufgaben nur in einem Bereich ausführen. Allgemeine Künstliche Intelligenzen können die Anforderungen in allen Bereichen erfüllen. ,2,0,0,5,5,4,Maschinelles Lernen ist das verarbeiten van Daten um Gemeinsamkeiten zu bestimmen. ,1,0,0,3,4,3,Maschinelles Lernen ist das Auslesen von Daten um in anwendungsfällen richtig entscheiden zu können.,1,0,1,5,5,4,80,"Eine Künstliche Intelligenz kann nur das machen worauf sie trainiert wurde. Die Szenarien aus Actionfilmen, wo Künstliche Intelligenzen die Herschafft über die Welt ergreifen sind zumindest zum Aktuellen Zeitpunkt nur Fantasien.",5,5,5,Da Hunde und Seehunde nur wenige Körperliche Ähnlichkeiten haben würden richtige Hunde nur in selten fällen  als Hund erkannt werden.,5,5,4,"[False, True, False, True]","[True, True, True, False]","[False, True, True, False]","[True, True, False, True, True, False, True]","[True, False, True]","[True, False, True, True, False, True, False, True, True]","[False, True, False]","[False, False, True, True]","[True, False]","[True, False]","[True, False, True]","[False, True]","[True, False, True, False, True, True, True, True]",qFEyvypMn4sAwLwtc
jRT6yzZ2ip5ab5ZFM,66,66.5666666666667,1.00858585858586,90,88,76,71,69,72,100,93,51,53,57,"KI oder besser gesagt Künstliche Inteliegenz sind Programme von Menschen erschafen die von Menschen lernen, eigenständich handeln können und sich weiter entwickeln können.",2,0,0,4,3,4,"KI anwendung können eigene entscheidungen treffen und lernen durch Erfahrung Spezifische KI umfasst Anwendung, die menschenähnliche Intelligenz in einem kleinen Bereich zeigt",3,0,0,4,3,4,Mir fällt grad nichts ein,0,0,1,1,1,1,"Beim Maschinellem Lernen, wird die KI von einen Menschen treniert sachen zu tun ",0,0,1,4,2,5,58,KI können uns sehr im Alltag helfen und auch leben retten solange sie nicht inteliegenter als menschen sein könne.,4,2,3,dann würden Hunde kaum noch als Hund vom Programm erkannt werden sondern seehunden würden als Hunde gesehen werden,5,3,4,"[True, True, False, True]","[True, True, True, False]","[False, True, True, False]","[False, True, True, False, False, True, True]","[False, False, True]","[False, True, False, True, False, True, False, False, True]","[False, True, True]","[False, False, True, True]","[False, True]","[True, False]","[True, False, True]","[False, True]","[True, False, False, True, True, False, True, True]",qFEyvypMn4sAwLwtc
gooproPtWeTH6dtcB,66,28.6833333333333,0.43459595959596,36,45,44,54,37,42,60,50,65,21,35,<h3>Meine Meinung zu Künstliche Intelligenz ist sehr prositiv auch wenn ich nicht zu viel erfahrung damit gemacht habe </h3><br>,0,0,1,3,4,4,,,,,,,,"<span style=""color: rgb(32, 33, 36);"">Maschinelle Lernen beschreibt den Erwerb von Wissen durch ein künstliches System. Der Computer generiert hier analog wie ein Mensch selbstständig Wissen aus Erfahrungen und kann eigenständig Lösungen für neue und unbekannte Probleme finden.</span>",1,0,0,5,5,4,"<span style=""color: rgb(51, 51, 51);"">⠀</span><br>",0,0,1,1,1,1,57,"<span style=""color: rgb(51, 51, 51);"">⠀</span>",0,0,0,"<span style=""color: rgb(51, 51, 51);"">⠀</span>",0,0,0,"[True, True, False, True]","[False, False, True, True]","[False, False, True, True]","[False, True, False, False, True, False, False]","[False, True, False]","[True, False, True, True, False, True, False, False, True]","[False, False, False]","[False, True, True, False]","[False, True]","[True, False]","[False, False, False]","[False, True]","[False, False, True, False, False, True, False, True]",qFEyvypMn4sAwLwtc
vNMvj2EsvKXvqk3Qw,6,19.6,3.26666666666667,5,,,,,,,,,,,"Ich denke, künstliche Intelligenz sind Computer, die wie Menschen viel Wissen haben.",0,1,0,4,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[False, True, True, True]",[],[],[],"[True, False, True]",[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc
Absyuhryq96KZL2Cs,15,63.15,4.21,89,96,,,,33,,,,,,"<h3>Die Künstliche Intelligenz ist menschliches Lernen und denken, welches man auf dem Computer übermittelt und dieser dann technisch umsetzt.</h3><br>",0,0,1,4,4,5,- KI wird inn der Zukunft in autos sein<ul><li>vereinfacht den Menschen das Leben </li><li>lernt durch seine Fehler</li><li>Wird auch später in anderen Fachbereichen auftreten</li></ul>,1,0,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,"[False, True, True, True]",[],"[True, False, False, True]","[False, True, False, True, True, False, False]","[True, True, False]",[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc
R8CkqGDeQXZmHxTuk,27,79.1833333333333,2.93271604938272,79,100,,73,,77,,,,,,Eine KI Ist eine Art Computer der Stelbst  in der Lage ist sachen zu machen odersich zu bewegen oder Leuten zu Helfen,1,1,0,4,3,3,Eine KI ist etwas was durch lernen  sich viele sachen aneignen kann un deswegen vieles machen kann,1,0,0,2,3,3,Maschinelles Lernen ist  das mann einer KI informaton gibt und sie dadurch Lernt und einsetzen kann,0,0,1,3,2,4,,,,,,,,,,,,,,,,,"[True, True, False, True]",[],"[True, False, True, False]","[False, True, True, False, True, False, False]","[False, False, True]",[],[],"[True, False, False, True]","[False, False]",[],[],[],[],qFEyvypMn4sAwLwtc
j3AkifkKRR3t3NeoT,27,105.816666666667,3.91913580246914,84,91,,82,,100,,,,,,"KI kann man auch als menschliches Lernen bezeichnen. In Zukunft soll KI in Autos, aber auch als Roboter als Haushaltshelfer ein fester Bestandteil unseres Alltags sein. Künstliche Intelligenz will man in Zukunft auch in der Medizin nutzen. Dort soll es dann Dinge wie Muster erkennen, wo Ärtze nichts anfangen können. KI hat auch schlechte Seiten. Wenn zukünftig mehr KI genutzt wird, dann fallen die Zahlen der Arbeitsplätze. ",0,1,2,4,4,5,"Es gibt zwei Arten von KI. Einmal die spezifische und die allgemeine. Die spezifische KI ist trainiert in einem bestimmten Bereich zu arbeiten. Die allgemeine KI kann viel mehr Dinge gut und positiv in verschiedenen Bereichen erbringen. KI nutzt man z.B. bei Websiten, die deinen Feed nach deinem Geschmack personalisieren. Außerdem kann KI Dinge durch ihr Aussehen erkennen. KI lernt aus Erfahrung.",3,0,1,5,5,4,"Bei maschinellem Lernen werden dem Computer viele Bilder eines Begriffs gezeigt wie zum Beispiel ganz viele Hundebilder. Dort lernt der Computer, was an den vielen Bildern so ähnlich ist und kennzeichnet dies als Eigenschaft. Das heißt, dass wenn man viele Hundebilder zeigt, dass der Computer sich dann theoretisch merkt, dass ein Hund immer eine Schnauze hat.",0,0,2,4,5,3,,,,,,,,,,,,,,,,,"[False, True, False, True]",[],"[False, True, True, False]","[False, True, False, True, True, False, True]","[True, False, True]",[],[],"[False, False, True, True]","[False, True]",[],[],[],[],qFEyvypMn4sAwLwtc
RCatXQL24GnNLyRcF,3,6.41666666666667,2.13888888888889,70,,,,,,,,,,,"Künstliche Intelligenz liegt vor wenn Maschinen menschliches Verhalten nachahmen sollen, agieren sollen wie Menschen und in Zukunft auch so fühlen sollen. Ein Teilbereich ist dabei das maschinelle Lernen. Hier lernen Maschinen an vielen Wiederholungen etwas zu Erkennen oder zu tun. Menschen bringen dabei korrektes Verhalten bei und Maschinen trainieren dieses. Deep Learning geht auf neuronale Netze zurück und lässt Maschinen beispielsweise Muster in Bildern erkennen. Dabei sind diese so gut wie das Trainingsmaterial war, dass sie beim Lernen verwendet haben.",3,0,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],[],qFEyvypMn4sAwLwtc
hovj8Sfjv8G9Q2YxH,26,38.25,1.47115384615385,76,,,,,,,,57,55,53,"Ich denke Künstliche Intilligenz wird oft bei Robotern benutzt, besonders im Medizinischen bereicht spielt diese eine große rolle, sie findet vielleicht schneller Ursachen ür Krabnkheiten und bei Operationen ist sie viellicht auch eine große hilfe. Jedoch gibt es auch Negative aspekte, wie zum Beispiel Arbeitslosigkeit, wenn die Kl-Methode in Berufen eingesetzt wird, wobei man dann keine Menschen mehr braucht.",0,0,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,64,"Kl ist etwas Poitives aber auch etwas Negatives, viele Jobs können aufs spiel gesetzt werden, wo man eigentlich gar keine Kl- Methode braucht, jedoch gibt es einiges, wobei es die Menschen stark unterstützt. Es erleichtert einigen Menschen das Leben, es bringt eine erleichterung für alle Arbeitenden mit sich, man sollte sich keine sorgen machen.",5,5,5,,,,,"[False, False, True, True]",[],[],[],"[False, False, True]",[],[],[],[],[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9
TWes7DiBwCuCzS2px,24,39.5333333333333,1.64722222222222,64,,,,,,,,38,49,33,Kpnstliche Intelligenz ist wenn man ihn viele Kompizierte fragen stellen kann und eine gute und konrete antwort bekomme. Es werden mehr Jobs von ihnen Übernommen ( halbwegs) und das sie die Krankheiten schneller und besser herausfinden und auch wissen was sie tuen müssen damit die Person schnell wieder Gesund wird.  ,0,1,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,65,ich würde sagen das ich es verstehen kann aber es auch viele Vorteile hat und man gucken kann was passiert. man kann sich natürlich mit den Thema auseinander setzten. ,5,5,5,,,,,"[False, True, True, True]",[],[],[],[],[],[],[],[],[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9
T4iugPHxim5gX8M4i,26,31.0166666666667,1.19294871794872,65,,,,,,,,74,59,34,es ist künstliche Intelligenz sien lernt desto mehr man ihr bei bringt ,0,0,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,60,sie können gut helfen werden trotzdem nicht alles übernehmen können dafür muss die technologie erstmal so weit sein .,5,5,5,,,,,"[True, True, True, True]",[],[],[],"[True, False, True]",[],[],[],[],[],[],"[True, False]",[],GkQSJvPTRWsLnpyR9
iHYe2TGnR9zgGZ6zh,66,29.2,0.442424242424242,100,100,100,100,67,100,100,67,1,100,1,jo,0,0,1,5,5,5,ja<br>,0,0,1,5,5,5,lul<br>,0,0,1,5,5,5,Das die Maschiene durch Erfahrung lernt,0,0,1,5,5,5,71,Das ich dagegen bin weil es auch so viele jahre ohne funktionirt hat mit welchem grund soll es jetzt soetwas geben.,5,5,5,sie würden nicht erkant werden,5,5,5,"[False, True, True, True]","[True, False, True, False]","[False, False, True, False]","[False, True, True, False, True, False, False]","[False, True, False]","[False, True, False, True, False, True, False, True, True]","[False, False, True]","[False, True, True, False]","[True, False]","[True, False]","[False, True, False]","[True, False]","[False, True, False, True, True, False, True, False]",GkQSJvPTRWsLnpyR9
5GPMWTgF29JDyeXoG,66,12.2333333333333,0.185353535353535,100,100,100,100,100,100,1,100,1,100,1,.,0,0,1,5,5,5,.,0,0,1,5,5,5,,,,,,,,,,,,,,,100,.,5,5,5,,,,,"[True, False, True, True]","[False, True, True, False]","[False, True, False, True]","[True, True, False, True, False, False, False]","[True, False, True]","[False, True, False, False, False, False, False, False, False]","[True, False, False]","[True, True, False, True]","[True, False]","[False, False]","[False, False, False]","[False, True]","[False, True, False, True, False, True, False, True]",GkQSJvPTRWsLnpyR9
Fu8mnQdaA2GvmLZnb,23,29.2,1.2695652173913,73,,,,,,,,46,60,55,"Ich denke das es viele vorteile mit sich bringt wie zum beispiel die medizin zu verbesser oder bei operation riskien zu minmieren oder sogar komplett zuverhindern oder im Einzelhandel die Kasse schneller bedien oder die regale schneller und ordentlicher einzuräumen. Jedoch stehe ich etwas skeptisch dem Thema gegenüber, weil es zu vielen Arbeitslosen kommen könnte und ich denke das sie niemals soziale Arbeit übernehmen könnte, weil keine künstliche interlligenz diese werte vermitteln kann wie es menschen tun oder mensch das gefühl geben könnte die wie andere menschen es einem geben oder auch zeigen.",0,0,2,5,5,5,,,,,,,,,,,,,,,,,,,,,,69,"Ich würde der Person sagen das ich es nachvollziehen kann, das sie sich sorgen macht jedoch würde ich ihr auch die vorteile erklären.",5,5,5,,,,,[],[],[],[],[],[],[],[],[],[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9
JTE3T8c3SN6ehbrDQ,42,38.5666666666667,0.918253968253968,54,40,,47,,75,,,83,44,70,Künstliche Intelligenz wird von Computer Systemen gesteuert. Sie merkt sich was sie machen soll und wendet dies dann beliebig oft an.,1,1,0,5,5,5,"KI ist ein System welches Aufgaben übernehmen kann. Es gibt zwei Arten von KIs, allgemeine KI, die sich so wie ein Mensch verhält und spezifische KI die sich auf eine bestimmte Aufgabe konzentriert und diese ausführen kann.",2,0,0,5,5,5,Weis ich nicht.,0,0,1,5,5,5,,,,,,,,55,"Ich denke, dass die KI früher oder später sowieso viele Aufgaben übernehmen wird, da es vieles erleichtert. Ich kann verstehen, wenn man Angst davor hat aber ich denke, dass hintereher die Vorteile die Angst weg drücken werden.",5,5,5,,,,,"[True, False, False, True]",[],"[False, False, True, False]","[True, True, False, True, False, False, True]","[True, False, True]",[],[],[],"[False, True]",[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9
Yss4MmFBusuAqSMaN,66,51.7,0.783333333333333,62,87,56,50,54,94,52,58,74,43,54,künstliche intelligenz ist zB.: ein Robotter,0,0,1,5,5,5,sie lernen selbsständig ,1,0,0,5,5,5,,,,,,,,,,,,,,,61,KI`s können denn Menschen bei gewissen dingen helfen ,5,5,5,ist ja richtig,5,5,5,"[False, False, False, True]","[False, True, False, False]","[False, False, False, True]","[False, True, False, True, False, False, False]","[False, False, True]","[False, False, False, False, False, False, False, True, False]","[False, True, True]","[False, False, True, False]","[False, True]","[False, True]","[False, True, False]","[False, True]","[False, True, False, True, False, False, False, False]",GkQSJvPTRWsLnpyR9
YEmTft3BS22fdYdQi,42,45.1833333333333,1.07579365079365,58,66,,76,,53,,,57,54,45,"Meiner Meinung nach sind KI´s nichts schlechtes, da sie in vielen Jobs eine große Hilfe sein können wie z.B in der Medizin. Im alltag gibt es ja heute schon sprachassistenten wie z.B Alexa oder Google home die per Sprachsteuerung z.B das Licht anschalten oder den Fernseher was manches erleichtert, wie wenn man Vollbepackt mit Einkaufstüten oder Reise gepäck nach Hause kommt und keine Hand frei hat um das Licht anzuschalten ist ein Sprachassistent sehr Hilfreich.",0,0,2,5,5,5,"Ki ist die Künstliche Inteligenz die heute schon in einigen sachen befindet wie Robotern, Computern oder Handys",0,0,1,5,5,5,Das machinelle Lernen ist einfach ein algorythmus der auf dem Gerät programmiert ist.,0,1,0,5,5,5,,,,,,,,81,"Es ist nicht alles schlecht an einem KI im gegenteil, KI können in der Medizin sehr behilflich sein z.B beim suchen eines Tumores. Sie können allerdings auch die Behandlung auf den Patienten abstimmen welcher der Patient dann nur noch zustimmen muss.KI können in vielen Jobs als unterstützung dienen, dennoch wäre es nicht all zu gut KI`s durch die Menschen zu ersetzten was aber auch komplett warscheinlich nicht passieren wird und vorallem nicht in allen Jobs.",5,5,5,,,,,"[False, True, True, True]",[],"[False, True, True, False]","[True, False, True, False, False, False, True]","[True, True, False]",[],[],[],"[True, False]",[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9
Qmv6K9aQsAEKfHsK9,66,38.6166666666667,0.58510101010101,69,100,31,100,74,100,100,69,100,87,97,Ich bin der Meinung das die KI eine menge Helfen kann ,0,0,1,5,5,5,Die KI ist eine Küstlich intiligentz ,0,0,1,5,5,5,Ich weiß es noch nicht ,0,0,1,5,5,5,Kein Plan ,0,0,1,5,5,5,100,Ich würde sagen das die KI eine menge erleichtern kann aber nicht zur Spieonasche genutz werden sollte. ,5,5,5,Der Algurütmuss würde es nicht erkennen ,5,5,5,"[True, True, False, True]","[True, True, True, False]","[True, False, False, False]","[False, True, False, False, True, False, False]","[True, True, False]","[True, False, True, False, True, True, False, True, True]","[False, True, True]","[True, True, False, True]","[False, True]","[True, False]","[False, False, True]","[True, False]","[False, False, True, True, True, False, True, False]",GkQSJvPTRWsLnpyR9
jEu6xtqA4gGjdgqgm,46,53.4666666666667,1.16231884057971,77,83,,28,,18,,,84,44,50,"Künstliche Intelligenz kann gut aber auch schlecht sein, in der Pflege also zum Beispiel im Krankenhaus oder im Altenheim könnte es sehr hilfreich sein aber es wird den Menschen nie vollständig ersetzten ",0,0,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,"[False, True, False, True]",[],"[True, True, False, True]","[False, True, False, True, False, False, True]","[False, True, False]",[],[],"[False, False, True, False]","[True, False]",[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9
DK2rx5xPL6KCEobJE,47,41.6166666666667,0.885460992907801,72,65,,50,,67,,,73,27,54,Es ist eine art computer der gewisse sachen lernen kann ,1,1,0,5,5,5,es gibt allgemeine und spezifische KIs. sie lernen durch Erfahrung es gibt keine KI die in allen bereichen so schlau ist wie ein mensch ,3,0,0,5,5,5,keine ahnung ,0,0,1,5,5,5,,,,,,,,71,KI konnen den menschen echt helfen und auch arbeit abnehmen dazu müssen sie natürlich richtig funktionieren ,5,5,5,,,,,"[True, False, False, True]",[],"[False, True, True, False]","[True, True, False, False, True, True, False]","[False, True, False]",[],[],"[True, True, True, False]","[True, False]",[],[],"[False, True]",[],GkQSJvPTRWsLnpyR9
